ลำดับ,Username,ชื่อ-นามสกุล,วันเวลาที่เข้าสู่ระบบ,สถานะ,ช่องทาง
139,numberone,number one,02/08/2023 08:42:07,สำเร็จ,
140,numberone,number one,02/08/2023 08:42:02,สำเร็จ,
141,numberone,number one,02/08/2023 08:41:58,สำเร็จ,
142,numberone,number one,02/08/2023 08:41:54,สำเร็จ,
143,numberone,number one,02/08/2023 08:41:47,สำเร็จ,
144,numberone,number one,02/08/2023 08:41:38,สำเร็จ,
145,numberone,number one,02/08/2023 08:41:28,สำเร็จ,
146,numberone,number one,02/08/2023 08:41:26,สำเร็จ,
147,numberone,number one,02/08/2023 08:41:07,สำเร็จ,
148,numberone,number one,02/08/2023 08:41:02,สำเร็จ,
149,numberone,number one,02/08/2023 08:40:19,สำเร็จ,
150,numberone,number one,02/08/2023 08:40:01,สำเร็จ,
151,numberone,number one,02/08/2023 08:39:40,สำเร็จ,
152,numberone,number one,02/08/2023 08:39:36,สำเร็จ,
153,numberone,number one,02/08/2023 08:39:34,สำเร็จ,
154,numberone,number one,02/08/2023 08:39:33,สำเร็จ,
155,numberone,number one,02/08/2023 08:39:26,สำเร็จ,
156,numberone,number one,02/08/2023 08:39:15,สำเร็จ,
157,numberone,number one,02/08/2023 08:39:11,สำเร็จ,
158,numberone,number one,02/08/2023 08:39:08,สำเร็จ,
159,numberone,number one,02/08/2023 08:38:41,สำเร็จ,
160,numberone,number one,02/08/2023 08:38:34,สำเร็จ,
161,numberone,number one,02/08/2023 08:38:25,สำเร็จ,
162,numberone,number one,02/08/2023 08:38:23,สำเร็จ,
163,numberone,number one,02/08/2023 08:38:06,สำเร็จ,
164,ggwp,man asdf1223,02/08/2023 08:37:44,สำเร็จ,Portal รพ.
165,002000500.admin,สมบัติ บัวสิงห์,02/08/2023 08:36:58,สำเร็จ,Portal รพ.
166,numberone,number one,02/08/2023 08:36:51,สำเร็จ,
167,numberone,number one,02/08/2023 08:35:38,สำเร็จ,
168,numberone,number one,02/08/2023 08:35:32,สำเร็จ,
169,numberone,number one,02/08/2023 08:35:29,สำเร็จ,Portal สปส.
170,numberone,number one,02/08/2023 08:35:26,สำเร็จ,
171,numberone,number one,02/08/2023 08:35:03,สำเร็จ,
172,numberone,number one,02/08/2023 08:34:53,สำเร็จ,
173,numberone,number one,02/08/2023 08:34:25,สำเร็จ,
174,numberone,number one,02/08/2023 08:34:24,สำเร็จ,
175,numberone,number one,02/08/2023 08:34:21,สำเร็จ,
176,numberone,number one,02/08/2023 08:33:33,สำเร็จ,
177,numberone,number one,02/08/2023 08:33:31,สำเร็จ,
178,numberone,number one,02/08/2023 08:33:24,สำเร็จ,
179,numberone,number one,02/08/2023 08:33:20,สำเร็จ,
180,numberone,number one,02/08/2023 08:33:07,สำเร็จ,
181,numberone,number one,02/08/2023 08:33:05,สำเร็จ,
182,numberone,number one,02/08/2023 08:33:03,สำเร็จ,
183,numberone,number one,02/08/2023 08:32:50,สำเร็จ,Portal สปส.
184,numberone,number one,02/08/2023 08:32:38,สำเร็จ,Portal สปส.
185,numberone,number one,02/08/2023 08:32:35,สำเร็จ,Portal สปส.
186,numberone,number one,02/08/2023 08:32:33,สำเร็จ,
187,ggwp,man asdf1223,02/08/2023 08:32:04,สำเร็จ,Portal รพ.
188,numberone,number one,02/08/2023 08:31:54,สำเร็จ,
189,ggwp,man asdf1223,02/08/2023 08:31:40,สำเร็จ,Portal รพ.
190,ggwp,man asdf1223,02/08/2023 08:31:24,สำเร็จ,Portal รพ.
191,numberone,number one,02/08/2023 08:31:15,สำเร็จ,
192,numberone,number one,02/08/2023 08:31:09,สำเร็จ,
193,numberone,number one,02/08/2023 08:30:54,สำเร็จ,
194,numberone,number one,02/08/2023 08:30:50,สำเร็จ,
195,ggwp,man asdf1223,02/08/2023 08:30:48,สำเร็จ,Portal รพ.
196,numberone,number one,02/08/2023 08:30:40,สำเร็จ,
197,numberone,number one,02/08/2023 08:30:38,สำเร็จ,
198,numberone,number one,02/08/2023 08:30:36,สำเร็จ,
199,numberone,number one,02/08/2023 08:30:35,สำเร็จ,
200,numberone,number one,02/08/2023 08:30:35,สำเร็จ,
201,numberone,number one,02/08/2023 08:30:33,สำเร็จ,
202,numberone,number one,02/08/2023 08:30:32,สำเร็จ,
203,numberone,number one,02/08/2023 08:30:30,สำเร็จ,
204,numberone,number one,02/08/2023 08:30:28,สำเร็จ,
205,numberone,number one,02/08/2023 08:30:25,สำเร็จ,
206,numberone,number one,02/08/2023 08:30:22,สำเร็จ,
207,numberone,number one,02/08/2023 08:30:20,สำเร็จ,
208,numberone,number one,02/08/2023 08:30:14,สำเร็จ,
209,numberone,number one,02/08/2023 08:30:09,สำเร็จ,
210,numberone,number one,02/08/2023 08:30:07,สำเร็จ,
211,numberone,number one,02/08/2023 08:30:04,สำเร็จ,
212,numberone,number one,02/08/2023 08:30:03,สำเร็จ,
213,numberone,number one,02/08/2023 08:30:02,สำเร็จ,
214,numberone,number one,02/08/2023 08:30:01,สำเร็จ,
215,ggwp,man asdf1223,02/08/2023 08:29:56,สำเร็จ,Portal รพ.
216,numberone,number one,02/08/2023 08:29:53,สำเร็จ,
217,numberone,number one,02/08/2023 08:29:41,สำเร็จ,
218,ggwp,man asdf1223,02/08/2023 08:29:33,สำเร็จ,Portal รพ.
219,numberone,number one,02/08/2023 08:29:24,สำเร็จ,
220,numberone,number one,02/08/2023 08:29:21,สำเร็จ,
221,numberone,number one,02/08/2023 08:29:17,สำเร็จ,
222,456789123.admin,บุญญรัตน์ ไกรเดช,02/08/2023 08:29:11,สำเร็จ,Portal รพ.
223,numberone,number one,02/08/2023 08:29:07,สำเร็จ,
224,numberone,number one,02/08/2023 08:29:00,สำเร็จ,
225,numberone,number one,02/08/2023 08:28:57,สำเร็จ,
226,numberone,number one,02/08/2023 08:28:39,สำเร็จ,
227,numberone,number one,02/08/2023 08:28:37,สำเร็จ,
228,numberone,number one,02/08/2023 08:28:36,สำเร็จ,
229,numberone,number one,02/08/2023 08:28:34,สำเร็จ,
230,numberone,number one,02/08/2023 08:28:25,สำเร็จ,
231,numberone,number one,02/08/2023 08:28:21,สำเร็จ,
232,ggwp,man asdf1223,02/08/2023 08:28:08,สำเร็จ,Portal รพ.
233,numberone,number one,02/08/2023 08:27:58,สำเร็จ,
234,numberone,number one,02/08/2023 08:27:57,สำเร็จ,
235,numberone,number one,02/08/2023 08:27:56,สำเร็จ,
236,numberone,number one,02/08/2023 08:27:49,สำเร็จ,
237,numberone,number one,02/08/2023 08:27:47,สำเร็จ,
238,numberone,number one,02/08/2023 08:27:02,สำเร็จ,
239,numberone,number one,02/08/2023 08:27:01,สำเร็จ,
240,numberone,number one,02/08/2023 08:26:56,สำเร็จ,
241,numberone,number one,02/08/2023 08:26:53,สำเร็จ,
242,numberone,number one,02/08/2023 08:26:43,สำเร็จ,
243,numberone,number one,02/08/2023 08:26:43,สำเร็จ,
244,456789123.admin,บุญญรัตน์ ไกรเดช,02/08/2023 08:26:38,สำเร็จ,Portal รพ.
245,numberone,number one,02/08/2023 08:26:24,สำเร็จ,
246,numberone,number one,02/08/2023 08:26:22,สำเร็จ,
247,numberone,number one,02/08/2023 08:26:19,สำเร็จ,
248,numberone,number one,02/08/2023 08:26:13,สำเร็จ,
249,numberone,number one,02/08/2023 08:26:11,สำเร็จ,
250,numberone,number one,02/08/2023 08:26:08,สำเร็จ,
251,numberone,number one,02/08/2023 08:26:07,สำเร็จ,
252,numberone,number one,02/08/2023 08:26:05,สำเร็จ,
253,numberone,number one,02/08/2023 08:26:03,สำเร็จ,
254,numberone,number one,02/08/2023 08:25:49,สำเร็จ,
255,numberone,number one,02/08/2023 08:25:31,สำเร็จ,
256,numberone,number one,02/08/2023 08:25:27,สำเร็จ,
257,numberone,number one,02/08/2023 08:24:42,สำเร็จ,
258,numberone,number one,02/08/2023 08:24:24,สำเร็จ,
259,numberone,number one,02/08/2023 08:24:22,สำเร็จ,
260,numberone,number one,02/08/2023 08:24:13,สำเร็จ,
261,numberone,number one,02/08/2023 08:23:58,สำเร็จ,
262,numberone,number one,02/08/2023 08:21:33,สำเร็จ,
263,numberone,number one,02/08/2023 08:21:28,สำเร็จ,
264,numberone,number one,02/08/2023 08:21:24,สำเร็จ,
265,numberone,number one,02/08/2023 08:21:19,สำเร็จ,
266,ggwp,man asdf1223,02/08/2023 08:20:38,สำเร็จ,Portal รพ.
267,numberone,number one,02/08/2023 08:20:20,สำเร็จ,
268,numberone,number one,02/08/2023 08:20:19,สำเร็จ,
269,numberone,number one,02/08/2023 08:20:18,สำเร็จ,
270,numberone,number one,02/08/2023 08:20:17,สำเร็จ,
271,numberone,number one,02/08/2023 08:20:14,สำเร็จ,
272,numberone,number one,02/08/2023 08:20:13,สำเร็จ,
273,numberone,number one,02/08/2023 08:20:05,สำเร็จ,
274,numberone,number one,02/08/2023 08:20:02,สำเร็จ,
275,numberone,number one,02/08/2023 08:20:01,สำเร็จ,
276,numberone,number one,02/08/2023 08:20:00,สำเร็จ,
277,numberone,number one,02/08/2023 08:19:59,สำเร็จ,
278,numberone,number one,02/08/2023 08:19:56,สำเร็จ,
279,numberone,number one,02/08/2023 08:19:54,สำเร็จ,
280,numberone,number one,02/08/2023 08:19:53,สำเร็จ,
281,numberone,number one,02/08/2023 08:19:47,สำเร็จ,
282,numberone,number one,02/08/2023 08:19:47,สำเร็จ,
283,numberone,number one,02/08/2023 08:19:34,สำเร็จ,
284,numberone,number one,02/08/2023 08:19:27,สำเร็จ,
285,numberone,number one,02/08/2023 08:19:26,สำเร็จ,
286,numberone,number one,02/08/2023 08:19:26,สำเร็จ,
287,numberone,number one,02/08/2023 08:19:06,สำเร็จ,
288,numberone,number one,02/08/2023 08:19:05,สำเร็จ,
289,numberone,number one,02/08/2023 08:18:57,สำเร็จ,
290,numberone,number one,02/08/2023 08:18:55,สำเร็จ,
291,numberone,number one,02/08/2023 08:18:52,สำเร็จ,
292,numberone,number one,02/08/2023 08:18:52,สำเร็จ,
293,numberone,number one,02/08/2023 08:18:52,สำเร็จ,
294,numberone,number one,02/08/2023 08:18:49,สำเร็จ,
295,numberone,number one,02/08/2023 08:18:47,สำเร็จ,
296,numberone,number one,02/08/2023 08:18:47,สำเร็จ,
297,numberone,number one,02/08/2023 08:18:44,สำเร็จ,
298,numberone,number one,02/08/2023 08:18:44,สำเร็จ,
299,numberone,number one,02/08/2023 08:18:43,สำเร็จ,
300,numberone,number one,02/08/2023 08:18:43,สำเร็จ,
301,numberone,number one,02/08/2023 08:18:39,สำเร็จ,
302,numberone,number one,02/08/2023 08:18:32,สำเร็จ,
303,numberone,number one,02/08/2023 08:18:31,สำเร็จ,
304,numberone,number one,02/08/2023 08:18:24,สำเร็จ,
305,numberone,number one,02/08/2023 08:18:23,สำเร็จ,
306,numberone,number one,02/08/2023 08:18:11,สำเร็จ,
307,numberone,number one,02/08/2023 08:18:10,สำเร็จ,
308,numberone,number one,02/08/2023 08:18:07,สำเร็จ,
309,numberone,number one,02/08/2023 08:18:05,สำเร็จ,
310,numberone,number one,02/08/2023 08:18:01,สำเร็จ,
311,numberone,number one,02/08/2023 08:17:59,สำเร็จ,
312,numberone,number one,02/08/2023 08:17:37,สำเร็จ,
313,numberone,number one,02/08/2023 08:17:30,สำเร็จ,
314,numberone,number one,02/08/2023 08:17:29,สำเร็จ,
315,numberone,number one,02/08/2023 08:17:23,สำเร็จ,
316,002000500.admin,สมบัติ บัวสิงห์,02/08/2023 08:17:22,สำเร็จ,Portal รพ.
317,numberone,number one,02/08/2023 08:17:22,สำเร็จ,
318,numberone,number one,02/08/2023 08:17:20,สำเร็จ,
319,numberone,number one,02/08/2023 08:17:20,สำเร็จ,
320,numberone,number one,02/08/2023 08:17:18,สำเร็จ,
321,numberone,number one,02/08/2023 08:17:17,สำเร็จ,
322,numberone,number one,02/08/2023 08:17:16,สำเร็จ,
323,numberone,number one,02/08/2023 08:17:14,สำเร็จ,
324,numberone,number one,02/08/2023 08:17:13,สำเร็จ,
325,numberone,number one,02/08/2023 08:16:43,สำเร็จ,
326,numberone,number one,02/08/2023 08:16:34,สำเร็จ,
327,numberone,number one,02/08/2023 08:16:32,สำเร็จ,
328,numberone,number one,02/08/2023 08:16:29,สำเร็จ,
329,numberone,number one,02/08/2023 08:16:28,สำเร็จ,
330,457845111.admin,ชัยนาม ดู่คำ,02/08/2023 08:16:27,สำเร็จ,Portal รพ.
331,numberone,number one,02/08/2023 08:16:17,สำเร็จ,
332,numberone,number one,02/08/2023 08:16:15,สำเร็จ,
333,numberone,number one,02/08/2023 08:15:54,สำเร็จ,
334,numberone,number one,02/08/2023 08:15:40,สำเร็จ,
335,numberone,number one,02/08/2023 08:15:36,สำเร็จ,Portal สปส.
336,002000500.admin,สมบัติ บัวสิงห์,02/08/2023 08:15:12,สำเร็จ,Portal รพ.
337,numberone,number one,02/08/2023 08:15:08,สำเร็จ,
338,numberone,number one,02/08/2023 08:14:52,สำเร็จ,
339,numberone,number one,02/08/2023 08:14:29,สำเร็จ,
340,numberone,number one,02/08/2023 08:14:24,สำเร็จ,
341,numberone,number one,02/08/2023 08:14:23,สำเร็จ,
342,numberone,number one,02/08/2023 08:14:17,สำเร็จ,
343,numberone,number one,02/08/2023 08:14:15,สำเร็จ,
344,numberone,number one,02/08/2023 08:14:14,สำเร็จ,
345,numberone,number one,02/08/2023 08:14:12,สำเร็จ,
346,456789123.admin,บุญญรัตน์ ไกรเดช,02/08/2023 08:14:07,สำเร็จ,Portal รพ.
347,numberone,number one,02/08/2023 08:13:56,สำเร็จ,
348,numberone,number one,02/08/2023 08:13:32,สำเร็จ,
349,numberone,number one,02/08/2023 08:13:28,สำเร็จ,
350,numberone,number one,02/08/2023 08:12:59,สำเร็จ,
351,numberone,number one,02/08/2023 08:12:56,สำเร็จ,
352,numberone,number one,02/08/2023 08:12:53,สำเร็จ,
353,numberone,number one,02/08/2023 08:12:49,สำเร็จ,
354,numberone,number one,02/08/2023 08:12:47,สำเร็จ,
355,numberone,number one,02/08/2023 08:12:35,สำเร็จ,
356,numberone,number one,02/08/2023 08:12:32,สำเร็จ,
357,numberone,number one,02/08/2023 08:12:01,สำเร็จ,
358,numberone,number one,02/08/2023 08:11:50,สำเร็จ,
359,numberone,number one,02/08/2023 08:11:49,สำเร็จ,
360,numberone,number one,02/08/2023 08:11:44,สำเร็จ,
361,numberone,number one,02/08/2023 08:11:35,สำเร็จ,
362,numberone,number one,02/08/2023 08:11:25,สำเร็จ,
363,numberone,number one,02/08/2023 08:11:09,สำเร็จ,
364,numberone,number one,02/08/2023 08:10:56,สำเร็จ,
365,numberone,number one,02/08/2023 08:10:44,สำเร็จ,
366,numberone,number one,02/08/2023 08:10:28,สำเร็จ,
367,numberone,number one,02/08/2023 08:10:26,สำเร็จ,
368,numberone,number one,02/08/2023 08:10:24,สำเร็จ,
369,numberone,number one,02/08/2023 08:10:06,สำเร็จ,
370,numberone,number one,02/08/2023 08:09:33,สำเร็จ,
371,numberone,number one,02/08/2023 08:09:24,สำเร็จ,
372,456789123.admin,บุญญรัตน์ ไกรเดช,02/08/2023 08:09:03,สำเร็จ,Portal รพ.
373,numberone,number one,02/08/2023 08:08:55,สำเร็จ,
374,numberone,number one,02/08/2023 08:08:53,สำเร็จ,
375,numberone,number one,02/08/2023 08:08:50,สำเร็จ,
376,numberone,number one,02/08/2023 08:08:46,สำเร็จ,
377,numberone,number one,02/08/2023 08:08:44,สำเร็จ,
378,numberone,number one,02/08/2023 08:08:41,สำเร็จ,
379,numberone,number one,02/08/2023 08:08:40,สำเร็จ,
380,oper1,สมศรี ใจดี,02/08/2023 08:08:23,สำเร็จ,Portal รพ.
381,numberone,number one,02/08/2023 08:08:04,สำเร็จ,
382,numberone,number one,02/08/2023 08:07:34,สำเร็จ,
383,numberone,number one,02/08/2023 08:07:34,สำเร็จ,
384,numberone,number one,02/08/2023 08:06:52,สำเร็จ,
385,numberone,number one,02/08/2023 08:06:31,สำเร็จ,
386,numberone,number one,02/08/2023 08:06:29,สำเร็จ,
387,numberone,number one,02/08/2023 08:06:13,สำเร็จ,
388,numberone,number one,02/08/2023 08:06:01,สำเร็จ,Portal สปส.
389,numberone,number one,02/08/2023 08:06:01,สำเร็จ,
390,numberone,number one,02/08/2023 08:05:58,สำเร็จ,
391,numberone,number one,02/08/2023 08:05:54,สำเร็จ,
392,numberone,number one,02/08/2023 08:05:45,สำเร็จ,
393,numberone,number one,02/08/2023 08:05:42,สำเร็จ,
394,ggwp,man asdf1223,02/08/2023 08:05:34,สำเร็จ,Portal รพ.
395,numberone,number one,02/08/2023 08:05:24,สำเร็จ,
396,numberone,number one,02/08/2023 08:05:22,สำเร็จ,
397,numberone,number one,02/08/2023 08:05:20,สำเร็จ,
398,numberone,number one,02/08/2023 08:05:15,สำเร็จ,
399,numberone,number one,02/08/2023 08:05:13,สำเร็จ,
400,numberone,number one,02/08/2023 08:05:12,สำเร็จ,
401,numberone,number one,02/08/2023 08:05:11,สำเร็จ,
402,numberone,number one,02/08/2023 08:05:10,สำเร็จ,
403,numberone,number one,02/08/2023 08:05:07,สำเร็จ,
404,numberone,number one,02/08/2023 08:05:05,สำเร็จ,
405,numberone,number one,02/08/2023 08:05:04,สำเร็จ,
406,numberone,number one,02/08/2023 08:04:57,สำเร็จ,
407,numberone,number one,02/08/2023 08:04:56,สำเร็จ,
408,numberone,number one,02/08/2023 08:04:27,สำเร็จ,
409,456789123.admin,บุญญรัตน์ ไกรเดช,02/08/2023 08:04:13,สำเร็จ,Portal รพ.
410,numberone,number one,02/08/2023 08:04:09,สำเร็จ,
411,448989498.admin,ghjfghf fghfghf,02/08/2023 08:04:05,สำเร็จ,Portal รพ.
412,numberone,number one,02/08/2023 08:04:04,สำเร็จ,
413,numberone,number one,02/08/2023 08:04:01,สำเร็จ,
414,numberone,number one,02/08/2023 08:04:01,สำเร็จ,
415,ggwp,man asdf1223,02/08/2023 08:03:41,สำเร็จ,Portal รพ.
416,numberone,number one,02/08/2023 08:03:37,สำเร็จ,
417,numberone,number one,02/08/2023 08:03:32,สำเร็จ,
418,numberone,number one,02/08/2023 08:03:28,สำเร็จ,
